Year,Publication Date,Headline,Snippet,Section Name,Type of Material
2013,4-Sep-13,Venezuela Lacked Good Faith in ConocoPhillips Seizure-World Bank,"Venezuela failed to act in good faith or properly compensate ConocoPhillips for three big oil assets the country expropriated in 2007, a World Bank arbitration panel said on Wednesday",Business Day,News
2013,4-Sep-13,World Panel Rules for Conoco in Venezuela Oil Case,"Venezuela failed to fairly compensate ConocoPhillips for its seizure of three crude oil projects in 2007, according to a ruling from a World Bank arbitration panel.",Business Day,News
2013,5-Sep-13,Political Sparks Fly After Venezuela Blackout,One of the worst power outages in Venezuelan history has given a jolt to President Nicolas Maduro's government and revived opposition accusations that its socialist policies and incompetence are wrecking the country.,World,News
2013,8-Sep-13,Venezuela Probe Says Sabotage Caused Amuay Disaster,"An official investigation into a 2012 explosion at Venezuela's largest refinery Amuay has concluded sabotage was to blame for one of the global oil industry's deadliest accidents, the OPEC nation's oil minister said on Sunday.",Business Day,News
2013,9-Sep-13,Exclusive-Malaysia's Petronas Exiting Venezuela Crude Project: Sources,"Malaysian oil company Petronas is exiting one of the biggest petroleum projects in Venezuela's Orinoco belt after disagreements with state-run PDVSA, sources close to the venture told Reuters.",Business Day,News
2013,9-Sep-13,Venezuela Govt Claims Sabotage in Deadly Blast,"Venezuela's oil minister said Monday that sabotage caused an explosion and fire last year that killed more than 40 people at the country's main oil refinery, saying someone deliberately loosened bolts and released highly flammable gas.",World,News
2013,9-Sep-13,Maduro Mulls Relaunching 'Permuta' Forex System in Venezuela,"Venezuela may relaunch its so-called ""permuta"" foreign exchange mechanism as it seeks to supply more dollars to local importers who are complaining about lack of access to hard currency, President Nicolas Maduro said on Monday.",World,News
2013,9-Sep-13,Petronas Confirms Withdrawal From Venezuela Project,Malaysian state oil firm Petronas confirmed on Tuesday it would withdraw from its flagship Petrocarabobo crude oil project in Venezuela.,Business Day,News
2013,10-Sep-13,Malaysia's Petronas Exiting Venezuela Crude Project,"Malaysian oil company Petronas said it is exiting one of the biggest petroleum projects in Venezuela's Orinoco belt, after what sources close to the venture and within the firm said were disagreements with Venezuelan authorities and state-run PDVSA.",Business Day,News
2013,10-Sep-13,Venezuela Quits Regional Rights Bodies It Calls U.S. Pawns,"Venezuela withdrew on Tuesday from the Organization of American States' (OAS) human-rights bodies, which it has denounced as pawns of U.S. foreign policy that have been antagonistic to the South American nation's socialist government for years.",World,News
2013,10-Sep-13,Venezuela Beat Peru 3-2 to Keep World Cup Hopes Alive,Venezuela kept alive their slim hopes of reaching the World Cup finals for the first time when they beat Peru 3-1 in Puerto La Cruz in their South American qualifier on Tuesday.,Sports,News
2013,11-Sep-13,"In Venezuela, Surrounded by Dark Plots (Real or Not)",President Nicolas Maduro of Venezuela has repeatedly blamed conspirators for disasters and Venezuela's economic doldrums.,World,News
2013,13-Sep-13,Hold the Press: Shortages Stop Some Venezuela Papers Printing,"At least five Venezuelan newspapers have temporarily stopped publishing in recent weeks for lack of paper, the latest of a string of shortages that threaten to hurt the socialist government's popularity.",World,News
2013,15-Sep-13,Venezuela Rejects U.S. Criticism of Its Anti-Drug Efforts,"Venezuela has rejected U.S. criticism over its fight against international drug trafficking after Washington said the South American country had ""failed demonstrably"" for a fifth year running.",World,News
2013,17-Sep-13,Clash Kills at Least 16 at Prison in Venezuela,"A clash between gangs killed at least 16 inmates at a Venezuelan prison in the latest bloodshed to afflict the notoriously over-crowded penal system, the government said on Tuesday.",World,News
2013,17-Sep-13,16 Killed in Venezuela Prison Violence,"Venezuelan officials say at least 15 inmates were killed in a bloody battle among inmates, some of them armed, in a prison in the country's west.",World,News
2013,19-Sep-13,Venezuela: US Banned Presidential Overflight,Venezuela complained Thursday that Washington had barred President Nicolas Maduro from flying through U.S. airspace and prohibited a general from later accompanying him to the United Nations.,World,News
2013,19-Sep-13,Venezuela Says U.S. Bans Maduro From Flying Over Puerto Rico,Venezuela said on Thursday the United States banned President Nicolas Maduro's jet from flying through U.S. airspace over Puerto Rico en route to a state visit to China in what Caracas called an act of aggression.,World,News
2013,20-Sep-13,"US, Venezuela in Overflight Spat",U.S. officials said Friday that they had initially refused Venezuelan President Nicolas Maduro permission to fly over a segment of U.S. airspace on his way to China because his government made the request on short notice.,World,News
2013,20-Sep-13,Venezuela Arrests Ex-Policemen Who Shamed New Force,"Venezuelan authorities on Friday arrested six former policemen who appeared in uniform in a homemade video cursing and firing their pistols in the air, embarrassing a new national force set up to improve the police's dire image.",World,News
2013,22-Sep-13,Venezuela Arrests Three Soldiers Over 1.3-Tonne Air France Cocaine Haul,"Venezuela has arrested three National Guard officials for alleged involvement in smuggling 1.3 tonnes of cocaine on an Air France flight from Caracas to Paris, the South American nation's public prosecutor's office said on Sunday.",World,News
2013,23-Sep-13,Venezuela: 3 Soldiers Arrested in Drug Flight,Venezuela's interior minister says two National Guard sergeants and one lieutenant have been arrested for alleged involvement in the smuggling of 1.4 metric tons of cocaine to Paris on an Air France flight in three dozen suitcases.,World,News
2013,23-Sep-13,Venezuela-To-France Cocaine Bust Yields 9 Arrests,"The smuggling of 1.4 tons of cocaine in 31 suitcases on an Air France flight from Caracas to Paris has led to nine arrests on two continents, and Venezuela's top police official said Monday that he expected more arrests with airline workers...",World,News
2013,24-Sep-13,'Get a Boat!' Venezuela Flights Booked Full for Months,"If you live in Venezuela and want to fly abroad, get in line.",World,News
2013,24-Sep-13,Venezuela Arrests Five More Soldiers Over Big Air France Cocaine Haul,"Venezuela has arrested five more National Guard soldiers, including a lieutenant colonel, in connection with the smuggling of 1.3 tonnes of cocaine on an Air France flight from Caracas to Paris, prosecutors in the South American country said on...",World,News
2013,24-Sep-13,Venezuela: 7 More Detained in France Drug Bust,Venezuelan authorities say they have arrested seven more people &#8212; including a National Guard lieutenant colonel &#8212; in connection with the seizure of 1.4 tons of cocaine smuggled to Paris on a flight from Caracas.,World,News
2013,1-Oct-13,"With Accusations of Sabotage, Venezuela Expels 3 U.S. Embassy Officials","Accusing the officials of supporting efforts to sabotage the nation's electrical grid, President Nicolas Maduro announced the move on live TV.",World,News
2013,2-Oct-13,Disappointment and Disarray in Venezuela,"With food shortages mounting and inflation running high, some of the most ardent supporters of former president Hugo Chavez are voicing their discontent with his successor, Nicolas Maduro.",World,Video
2013,7-Oct-13,Rival Factions in Strike Underscore the Fissures in Post-Chavez Venezuela,"The government claims a strike at a steel mill was prompted by American meddling, but strikers say they are owed unpaid bonuses and other benefits.",World,News
2013,12-Oct-13,Venezuela Intercepts Ship With 5 Americans Aboard,"The Americans, who were on a research ship working under an oil exploration contract with the Guyanese government, appear to have been ensnared in a territorial dispute.",World,News
2013,18-Oct-13,"William F. Niehous, Survivor of Abduction in Venezuela, Dies at 82","Mr. Niehous, an American businessman thought dead after his 1976 abduction in Venezuela, was rescued more than three years later and went on to become Owens-Illinois's vice president for technology.",World,Obituary
2013,20-Oct-13,Venezuela Releases Oil Research Ship,The Houston company that chartered an oil research ship seized by Venezuela's navy a week ago in disputed waters said the vessel and its crew had been released.,World,News
